		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Hum	Hum	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	2nd	3rd	2nd	3rd	Samp	Tx 	Recept	Int.
29/05/23	8:30	21.8	21.8	21.0	61	14.0	6.4	SSW	3.22	14.5	WSW	21.8	21.7	21.7	1009.6	0.00	0.0	0.000	0.073	24.1	53	13.9	24.2	9.65	1.1651	---	---	---	---	698	1	100.0	30
29/05/23	9:00	22.0	22.4	21.8	62	14.4	3.2	SSW	1.61	9.7	SSW	22.0	21.9	21.9	1009.6	0.00	0.0	0.000	0.076	24.3	53	14.1	24.3	9.65	1.1643	---	---	---	---	695	1	100.0	30
29/05/23	9:30	22.7	22.8	21.8	61	14.8	1.6	NW	0.80	8.0	NE	22.7	22.8	22.8	1009.7	0.00	0.0	0.000	0.091	24.5	53	14.3	24.6	9.65	1.1633	---	---	---	---	698	1	100.0	30
29/05/23	10:00	22.9	23.1	22.4	62	15.2	3.2	WNW	1.61	11.3	NNE	22.9	23.1	23.1	1009.8	0.00	0.0	0.000	0.095	24.6	53	14.3	24.6	9.65	1.1631	---	---	---	---	697	1	100.0	30
29/05/23	10:30	22.9	23.8	22.9	62	15.2	3.2	NE	1.61	9.7	NNE	22.9	23.1	23.1	1009.8	0.00	0.0	0.000	0.095	24.7	53	14.5	24.8	9.65	1.1623	---	---	---	---	698	1	100.0	30
29/05/23	11:00	24.4	24.5	22.8	58	15.6	3.2	W	1.61	12.9	ENE	24.4	24.6	24.6	1009.9	0.00	0.0	0.000	0.126	24.8	53	14.5	24.8	9.65	1.1621	---	---	---	---	695	1	100.0	30
29/05/23	11:30	24.2	24.6	23.7	59	15.6	4.8	NE	2.41	12.9	N	24.2	24.4	24.4	1009.8	0.00	0.0	0.000	0.122	24.9	53	14.7	25.0	9.65	1.1612	---	---	---	---	699	1	100.0	30
29/05/23	12:00	23.5	24.4	23.5	61	15.5	4.8	NE	2.41	17.7	NE	23.5	23.8	23.8	1009.8	0.00	0.0	0.000	0.108	25.1	53	14.8	25.1	9.65	1.1607	---	---	---	---	697	1	100.0	30
29/05/23	12:30	24.4	24.6	22.8	61	16.4	4.8	NNE	2.41	16.1	NNE	24.4	24.8	24.8	1010.0	0.00	0.0	0.000	0.127	25.2	53	14.9	25.2	9.65	1.1603	---	---	---	---	697	1	100.0	30
29/05/23	13:00	25.2	25.3	24.3	57	16.1	4.8	NNE	2.41	17.7	NNE	25.2	25.4	25.4	1009.6	0.00	0.0	0.000	0.144	25.4	53	15.2	25.6	9.65	1.1584	---	---	---	---	697	1	100.0	30
29/05/23	13:30	24.7	26.2	24.7	56	15.3	6.4	NNE	3.22	19.3	NE	24.7	24.8	24.8	1009.5	0.00	0.0	0.000	0.132	25.7	53	15.4	25.8	9.65	1.1568	---	---	---	---	697	1	100.0	30
29/05/23	14:00	24.4	25.7	24.4	59	15.9	6.4	NE	3.22	20.9	ENE	24.4	24.6	24.6	1009.2	0.00	0.0	0.000	0.126	25.9	53	15.6	26.1	9.65	1.1558	---	---	---	---	697	1	100.0	30
29/05/23	14:30	23.3	24.4	23.3	69	17.3	4.8	NE	2.41	17.7	NNW	23.3	23.9	23.9	1009.2	0.00	0.0	0.000	0.104	25.8	53	15.5	25.9	9.65	1.1560	---	---	---	---	695	1	100.0	30
29/05/23	15:00	19.4	23.3	19.4	77	15.3	6.4	NE	3.22	35.4	SSW	19.4	19.8	19.8	1010.1	0.00	0.0	0.000	0.023	25.6	54	15.6	25.8	9.79	1.1578	---	---	---	---	698	1	100.0	30
29/05/23	15:30	15.6	19.4	15.6	87	13.5	14.5	W	7.24	38.6	WSW	14.3	15.7	14.4	1010.2	0.00	0.0	0.057	0.000	25.3	54	15.4	25.4	9.80	1.1593	---	---	---	---	692	1	100.0	30
29/05/23	16:00	18.7	18.7	15.6	89	16.9	4.8	SSW	2.41	14.5	WSW	18.7	19.4	19.4	1009.6	0.00	0.0	0.000	0.008	25.3	54	15.3	25.4	9.80	1.1588	---	---	---	---	691	1	100.0	30
29/05/23	16:30	22.7	22.8	18.8	71	17.1	4.8	SSW	2.41	11.3	S	22.7	23.2	23.2	1009.7	0.00	0.0	0.000	0.090	25.7	54	15.7	25.9	9.78	1.1567	---	---	---	---	696	1	100.0	30
29/05/23	17:00	21.8	23.0	21.8	72	16.5	4.8	SW	2.41	11.3	S	21.8	22.1	22.1	1009.6	0.00	0.0	0.000	0.072	25.9	54	15.9	26.1	9.78	1.1558	---	---	---	---	694	1	100.0	30
29/05/23	17:30	20.4	21.8	20.4	78	16.4	6.4	SW	3.22	19.3	SSE	20.4	21.0	21.0	1010.0	0.00	0.0	0.000	0.043	25.8	54	15.8	25.9	9.78	1.1568	---	---	---	---	697	1	100.0	30
29/05/23	18:00	20.7	20.7	20.1	71	15.2	9.7	SSW	4.83	20.9	SSE	20.7	20.9	20.9	1010.3	0.00	0.0	0.000	0.049	25.8	54	15.8	26.0	9.78	1.1569	---	---	---	---	696	1	100.0	30
29/05/23	18:30	19.8	20.7	19.8	72	14.6	8.0	SSW	4.02	24.1	SW	19.8	20.0	20.0	1010.3	0.00	0.0	0.000	0.030	25.7	54	15.7	25.8	9.79	1.1578	---	---	---	---	696	1	100.0	30
29/05/23	19:00	19.6	19.8	19.6	73	14.6	6.4	S	3.22	17.7	SSE	19.6	19.8	19.8	1010.5	0.00	0.0	0.000	0.027	25.3	54	15.4	25.4	9.80	1.1597	---	---	---	---	698	1	100.0	30
29/05/23	19:30	19.6	19.7	19.5	72	14.4	6.4	SSW	3.22	14.5	W	19.6	19.8	19.8	1010.7	0.00	0.0	0.000	0.027	25.1	54	15.1	25.2	9.81	1.1613	---	---	---	---	695	1	100.0	30
29/05/23	20:00	20.0	20.1	19.6	70	14.4	6.4	SSW	3.22	12.9	SSW	20.0	20.2	20.2	1010.7	0.00	0.0	0.000	0.035	24.9	54	15.0	25.0	9.81	1.1618	---	---	---	---	693	1	100.0	30
29/05/23	20:30	19.4	20.0	19.4	70	13.8	4.8	SSW	2.41	11.3	S	19.4	19.5	19.5	1010.5	0.00	0.0	0.000	0.023	24.7	54	14.8	24.8	9.82	1.1628	---	---	---	---	695	1	100.0	30
29/05/23	21:00	18.3	19.6	18.3	74	13.6	1.6	NE	0.80	6.4	NE	18.3	18.3	18.3	1010.2	0.00	0.0	0.000	0.000	24.6	54	14.6	24.6	9.83	1.1633	---	---	---	---	694	1	100.0	30
29/05/23	21:30	19.4	19.4	18.3	66	12.9	3.2	S	1.61	8.0	S	19.4	19.3	19.3	1010.0	0.00	0.0	0.000	0.022	24.3	54	14.4	24.4	9.83	1.1642	---	---	---	---	695	1	100.0	30
29/05/23	22:00	18.6	19.4	18.6	69	12.8	4.8	SW	2.41	16.1	S	18.6	18.4	18.4	1010.4	0.00	0.0	0.000	0.005	24.2	54	14.3	24.2	9.84	1.1655	---	---	---	---	697	1	100.0	30
29/05/23	22:30	18.3	18.6	18.0	71	12.9	8.0	S	4.02	20.9	S	18.3	18.2	18.2	1010.7	0.00	0.0	0.001	0.000	24.1	54	14.2	24.1	9.84	1.1663	---	---	---	---	697	1	100.0	30
29/05/23	23:00	18.9	19.0	18.3	68	12.9	3.2	S	1.61	8.0	SW	18.9	18.8	18.8	1010.7	0.00	0.0	0.000	0.012	23.9	54	14.0	23.9	9.85	1.1672	---	---	---	---	697	1	100.0	30
29/05/23	23:30	18.2	19.2	18.2	71	12.9	3.2	SSW	1.61	11.3	WSW	18.2	18.1	18.1	1010.9	0.00	0.0	0.002	0.000	23.8	54	13.9	23.8	9.85	1.1681	---	---	---	---	698	1	100.0	30
30/05/23	00:00	18.3	18.3	18.1	70	12.7	4.8	SSW	2.41	11.3	SSW	18.3	18.1	18.1	1011.0	0.00	0.0	0.001	0.000	23.7	54	13.8	23.7	9.86	1.1687	---	---	---	---	697	1	100.0	30
30/05/23	0:30	19.2	19.2	18.3	66	12.7	4.8	SSW	2.41	9.7	SSE	19.2	19.1	19.1	1010.9	0.00	0.0	0.000	0.017	23.6	54	13.7	23.6	9.86	1.1692	---	---	---	---	694	1	100.0	30
30/05/23	1:00	19.6	19.6	19.2	64	12.6	4.8	S	2.41	11.3	S	19.6	19.4	19.4	1010.8	0.00	0.0	0.000	0.027	23.5	54	13.7	23.6	9.86	1.1693	---	---	---	---	693	1	100.0	30
30/05/23	1:30	19.4	19.8	19.4	65	12.7	1.6	SE	0.80	6.4	SSE	19.4	19.3	19.3	1010.5	0.00	0.0	0.000	0.023	23.4	54	13.6	23.4	9.87	1.1696	---	---	---	---	694	1	100.0	30
30/05/23	2:00	18.8	19.4	18.8	72	13.6	0.0	SE	0.00	3.2	SE	18.8	18.8	18.8	1010.5	0.00	0.0	0.000	0.009	23.3	54	13.5	23.3	9.87	1.1698	---	---	---	---	697	1	100.0	30
30/05/23	2:30	18.1	18.7	18.1	75	13.6	1.6	S	0.80	8.0	SSE	18.1	18.1	18.1	1010.5	0.00	0.0	0.006	0.000	23.3	54	13.4	23.3	9.87	1.1700	---	---	---	---	696	1	100.0	30
30/05/23	3:00	18.1	18.2	18.0	75	13.6	0.0	S	0.00	4.8	S	18.1	18.1	18.1	1010.4	0.00	0.0	0.005	0.000	23.2	54	13.4	23.2	9.87	1.1703	---	---	---	---	697	1	100.0	30
30/05/23	3:30	18.4	18.4	17.9	71	13.1	1.6	SSW	0.80	6.4	S	18.4	18.3	18.3	1010.4	0.00	0.0	0.000	0.002	23.1	54	13.3	23.1	9.88	1.1708	---	---	---	---	694	1	100.0	30
30/05/23	4:00	18.3	18.5	18.2	69	12.5	3.2	S	1.61	9.7	SSE	18.3	18.1	18.1	1010.4	0.00	0.0	0.000	0.000	23.1	54	13.2	23.0	9.88	1.1710	---	---	---	---	697	1	100.0	30
30/05/23	4:30	17.9	18.3	17.9	72	12.8	0.0	S	0.00	4.8	S	17.9	17.7	17.7	1010.2	0.00	0.0	0.009	0.000	22.9	54	13.1	22.9	9.88	1.1714	---	---	---	---	697	1	100.0	30
30/05/23	5:00	18.1	18.2	17.9	68	12.1	4.8	S	2.41	9.7	SSE	18.1	17.8	17.8	1010.0	0.00	0.0	0.005	0.000	22.9	54	13.1	22.8	9.89	1.1714	---	---	---	---	698	1	100.0	30
30/05/23	5:30	17.5	18.1	17.4	69	11.7	4.8	SSW	2.41	16.1	SSE	17.5	17.2	17.2	1009.8	0.00	0.0	0.017	0.000	22.8	54	13.0	22.7	9.89	1.1715	---	---	---	---	697	1	100.0	30
30/05/23	6:00	17.3	17.5	17.3	71	12.0	6.4	SSW	3.22	11.3	S	17.3	17.1	17.1	1010.1	0.00	0.0	0.021	0.000	22.7	54	12.9	22.6	9.89	1.1723	---	---	---	---	695	1	100.0	30
30/05/23	6:30	17.7	17.7	17.3	74	13.0	6.4	S	3.22	16.1	SSE	17.7	17.6	17.6	1010.2	0.00	0.0	0.014	0.000	22.7	54	12.9	22.5	9.89	1.1727	---	---	---	---	697	1	100.0	30
30/05/23	7:00	19.3	19.3	17.6	68	13.2	4.8	SSW	2.41	9.7	S	19.3	19.2	19.2	1010.4	0.00	0.0	0.000	0.020	22.7	54	12.9	22.6	9.89	1.1728	---	---	---	---	699	1	100.0	30
30/05/23	7:30	20.3	20.4	19.3	63	13.0	3.2	S	1.61	9.7	S	20.3	20.2	20.2	1010.4	0.00	0.0	0.000	0.041	22.8	54	13.0	22.7	9.89	1.1725	---	---	---	---	696	1	100.0	30
30/05/23	8:00	20.8	20.9	20.2	65	14.0	3.2	SSW	1.61	8.0	SW	20.8	20.8	20.8	1010.7	0.00	0.0	0.000	0.052	22.9	54	13.1	22.8	9.89	1.1722	---	---	---	---	697	1	100.0	30
30/05/23	8:30	22.3	22.3	20.6	61	14.4	3.2	SW	1.61	11.3	WSW	22.3	22.3	22.3	1010.8	0.00	0.0	0.000	0.082	23.2	54	13.3	23.2	9.88	1.1710	---	---	---	---	697	1	100.0	30
30/05/23	9:00	22.7	23.3	22.2	57	13.8	3.2	SW	1.61	8.0	SSW	22.7	22.7	22.7	1011.1	0.00	0.0	0.000	0.091	23.7	53	13.5	23.7	9.67	1.1691	---	---	---	---	695	1	100.0	30
30/05/23	9:30	22.9	23.4	22.5	57	13.9	3.2	W	1.61	9.7	W	22.9	22.9	22.9	1010.9	0.00	0.0	0.000	0.095	23.9	53	13.8	24.0	9.65	1.1675	---	---	---	---	698	1	100.0	30
30/05/23	10:00	23.9	24.0	22.6	53	13.7	3.2	W	1.61	9.7	WNW	23.9	23.9	23.9	1010.9	0.00	0.0	0.000	0.116	24.1	53	13.9	24.1	9.65	1.1670	---	---	---	---	694	1	100.0	30
30/05/23	10:30	23.9	24.5	23.6	55	14.3	3.2	W	1.61	11.3	W	23.9	24.1	24.1	1010.8	0.00	0.0	0.000	0.117	24.2	53	14.0	24.3	9.65	1.1661	---	---	---	---	696	1	100.0	30
30/05/23	11:00	24.7	24.8	23.8	53	14.4	3.2	W	1.61	6.4	W	24.7	24.7	24.7	1011.0	0.00	0.0	0.000	0.132	24.3	53	14.1	24.4	9.65	1.1657	---	---	---	---	698	1	100.0	30
30/05/23	11:30	24.5	25.1	24.1	52	14.0	4.8	NNE	2.41	14.5	NNE	24.5	24.5	24.5	1010.9	0.00	0.0	0.000	0.128	24.5	53	14.3	24.6	9.65	1.1648	---	---	---	---	697	1	100.0	30
30/05/23	12:00	25.4	25.6	24.3	51	14.6	4.8	NNE	2.41	16.1	NNE	25.4	25.4	25.4	1010.8	0.00	0.0	0.000	0.148	24.6	53	14.4	24.7	9.65	1.1640	---	---	---	---	695	1	100.0	30
30/05/23	12:30	24.8	25.9	24.6	52	14.3	4.8	NNE	2.41	16.1	NE	24.8	24.8	24.8	1010.8	0.00	0.0	0.000	0.134	24.9	53	14.7	24.9	9.65	1.1627	---	---	---	---	696	1	100.0	30
30/05/23	13:00	22.6	25.4	22.6	62	15.0	6.4	W	3.22	14.5	W	22.6	22.8	22.8	1010.9	0.00	0.0	0.000	0.089	25.1	53	14.8	25.1	9.65	1.1619	---	---	---	---	695	1	100.0	30
30/05/23	13:30	19.4	22.6	19.4	74	14.6	6.4	SE	3.22	24.1	SE	19.4	19.6	19.6	1011.0	0.00	0.0	0.000	0.022	24.8	53	14.6	24.9	9.65	1.1632	---	---	---	---	699	1	100.0	30
30/05/23	14:00	17.4	19.4	17.4	79	13.8	8.0	ENE	4.02	27.4	ENE	17.4	17.6	17.6	1011.1	0.00	0.0	0.019	0.000	24.4	54	14.5	24.4	9.83	1.1652	---	---	---	---	696	1	100.0	30
30/05/23	14:30	17.3	17.9	17.2	83	14.4	3.2	SE	1.61	11.3	NNE	17.3	17.4	17.4	1011.0	0.00	0.0	0.022	0.000	24.2	54	14.3	24.2	9.84	1.1661	---	---	---	---	698	1	100.0	30
30/05/23	15:00	20.2	20.2	17.2	80	16.7	3.2	SSE	1.61	6.4	ESE	20.2	20.9	20.9	1011.0	0.00	0.0	0.000	0.039	24.0	54	14.1	24.1	9.85	1.1670	---	---	---	---	699	1	100.0	30
30/05/23	15:30	21.4	21.4	20.3	72	16.1	4.8	SSW	2.41	11.3	SSE	21.4	21.7	21.7	1010.8	0.00	0.0	0.000	0.064	24.1	54	14.2	24.1	9.84	1.1665	---	---	---	---	697	1	100.0	30
30/05/23	16:00	24.4	24.4	21.4	59	15.9	4.8	S	2.41	11.3	SSW	24.4	24.7	24.7	1010.5	0.00	0.0	0.000	0.127	24.6	54	14.7	24.7	9.82	1.1633	---	---	---	---	698	1	100.0	30
30/05/23	16:30	23.9	24.4	23.8	57	14.9	4.8	SSW	2.41	16.1	W	23.9	24.1	24.1	1010.7	0.00	0.0	0.000	0.117	25.4	53	15.1	25.4	9.65	1.1600	---	---	---	---	695	1	100.0	30
30/05/23	17:00	24.1	24.9	23.5	55	14.5	6.4	SSW	3.22	17.7	S	24.1	24.2	24.2	1010.8	0.00	0.0	0.000	0.119	25.9	53	15.6	26.1	9.65	1.1576	---	---	---	---	697	1	100.0	30
30/05/23	17:30	22.6	24.0	22.4	59	14.1	6.4	SW	3.22	12.9	WSW	22.6	22.6	22.6	1010.7	0.00	0.0	0.000	0.088	25.6	53	15.3	25.7	9.65	1.1588	---	---	---	---	689	1	100.0	30
30/05/23	18:00	22.3	22.6	22.1	59	13.9	6.4	SSW	3.22	14.5	SSW	22.3	22.2	22.2	1010.6	0.00	0.0	0.000	0.082	25.3	53	15.1	25.4	9.65	1.1601	---	---	---	---	693	1	100.0	30
30/05/23	18:30	22.7	22.9	22.3	57	13.7	4.8	SSW	2.41	11.3	SSW	22.7	22.6	22.6	1010.6	0.00	0.0	0.000	0.090	25.2	53	15.0	25.3	9.65	1.1607	---	---	---	---	692	1	100.0	30
30/05/23	19:00	20.9	22.7	20.8	69	15.0	3.2	NNE	1.61	12.9	N	20.9	21.1	21.1	1010.7	0.00	0.0	0.000	0.054	25.2	53	15.0	25.3	9.65	1.1608	---	---	---	---	695	1	100.0	30
30/05/23	19:30	21.4	21.8	20.9	65	14.6	3.2	S	1.61	12.9	S	21.4	21.4	21.4	1010.9	0.00	0.0	0.000	0.065	25.2	53	14.9	25.2	9.65	1.1614	---	---	---	---	694	1	100.0	30
30/05/23	20:00	20.1	21.4	20.1	68	14.0	8.0	S	4.02	20.9	S	20.1	20.2	20.2	1011.0	0.00	0.0	0.000	0.036	24.9	53	14.7	25.0	9.65	1.1626	---	---	---	---	696	1	100.0	30
30/05/23	20:30	19.6	20.1	19.5	67	13.3	6.4	S	3.22	17.7	SSE	19.6	19.5	19.5	1010.9	0.00	0.0	0.000	0.025	24.7	53	14.4	24.7	9.65	1.1638	---	---	---	---	693	1	100.0	30
30/05/23	21:00	19.1	19.8	19.1	66	12.6	6.4	S	3.22	17.7	S	19.1	18.9	18.9	1010.9	0.00	0.0	0.000	0.015	24.4	53	14.2	24.4	9.65	1.1653	---	---	---	---	695	1	100.0	30
30/05/23	21:30	18.4	19.1	18.4	70	12.9	4.8	SSW	2.41	11.3	S	18.4	18.3	18.3	1011.1	0.00	0.0	0.000	0.002	24.2	53	14.0	24.3	9.65	1.1663	---	---	---	---	695	1	100.0	30
30/05/23	22:00	18.1	18.5	18.1	72	12.9	3.2	SSW	1.61	11.3	SSW	18.1	17.9	17.9	1011.5	0.00	0.0	0.006	0.000	24.1	53	13.9	24.1	9.65	1.1676	---	---	---	---	698	1	100.0	30
30/05/23	22:30	17.6	18.1	17.6	75	13.1	6.4	S	3.22	19.3	S	17.6	17.6	17.6	1011.6	0.00	0.0	0.015	0.000	23.8	53	13.7	23.9	9.65	1.1689	---	---	---	---	695	1	100.0	30
30/05/23	23:00	17.8	17.8	17.6	74	13.1	8.0	S	4.02	16.1	SSE	17.8	17.7	17.7	1011.5	0.00	0.0	0.012	0.000	23.7	54	13.8	23.7	9.86	1.1693	---	---	---	---	697	1	100.0	30
30/05/23	23:30	18.1	18.2	17.7	72	13.0	4.8	S	2.41	14.5	S	18.1	18.0	18.0	1011.3	0.00	0.0	0.005	0.000	23.5	54	13.7	23.6	9.86	1.1699	---	---	---	---	697	1	100.0	30
31/05/23	00:00	18.0	18.3	18.0	71	12.7	4.8	S	2.41	11.3	SSE	18.0	17.8	17.8	1011.4	0.00	0.0	0.007	0.000	23.3	54	13.5	23.3	9.87	1.1709	---	---	---	---	697	1	100.0	30
31/05/23	0:30	18.1	18.2	18.0	71	12.8	3.2	S	1.61	8.0	S	18.1	17.9	17.9	1011.4	0.00	0.0	0.005	0.000	23.3	54	13.4	23.3	9.87	1.1711	---	---	---	---	695	1	100.0	30
31/05/23	1:00	17.9	18.2	17.8	73	13.0	1.6	SE	0.80	3.2	S	17.9	17.8	17.8	1011.5	0.00	0.0	0.009	0.000	23.2	54	13.3	23.2	9.88	1.1718	---	---	---	---	695	1	100.0	30
31/05/23	1:30	17.7	17.9	17.6	72	12.6	0.0	SE	0.00	1.6	SE	17.7	17.5	17.5	1011.3	0.00	0.0	0.014	0.000	23.1	54	13.3	23.1	9.88	1.1719	---	---	---	---	697	1	100.0	30
31/05/23	2:00	16.7	17.7	16.7	77	12.7	4.8	SSW	2.41	14.5	S	16.7	16.7	16.7	1011.5	0.00	0.0	0.034	0.000	23.0	54	13.2	22.9	9.88	1.1727	---	---	---	---	697	1	100.0	30
31/05/23	2:30	17.3	17.3	16.7	74	12.7	4.8	SSW	2.41	12.9	SSE	17.3	17.2	17.2	1011.6	0.00	0.0	0.021	0.000	22.9	54	13.1	22.8	9.89	1.1733	---	---	---	---	699	1	100.0	30
31/05/23	3:00	17.8	17.8	17.3	70	12.2	4.8	S	2.41	14.5	S	17.8	17.6	17.6	1011.6	0.00	0.0	0.012	0.000	22.8	54	13.0	22.7	9.89	1.1738	---	---	---	---	696	1	100.0	30
31/05/23	3:30	17.8	17.9	17.7	68	11.8	6.4	S	3.22	16.1	SSE	17.8	17.5	17.5	1011.4	0.00	0.0	0.012	0.000	22.7	54	12.9	22.6	9.89	1.1739	---	---	---	---	696	1	100.0	30
31/05/23	4:00	17.6	17.8	17.4	70	12.0	6.4	S	3.22	16.1	SSE	17.6	17.3	17.3	1011.3	0.00	0.0	0.016	0.000	22.6	54	12.8	22.4	9.90	1.1744	---	---	---	---	697	1	100.0	30
31/05/23	4:30	17.5	17.7	17.5	70	12.0	6.4	SSW	3.22	12.9	WSW	17.5	17.2	17.2	1011.2	0.00	0.0	0.017	0.000	22.6	54	12.8	22.4	9.90	1.1746	---	---	---	---	697	1	100.0	30
31/05/23	5:00	17.6	17.7	17.4	70	12.1	6.4	S	3.22	14.5	S	17.6	17.4	17.4	1011.1	0.00	0.0	0.015	0.000	22.5	54	12.7	22.3	9.90	1.1747	---	---	---	---	697	1	100.0	30
31/05/23	5:30	17.4	17.8	17.4	70	11.9	4.8	SSW	2.41	8.0	SSW	17.4	17.2	17.2	1011.1	0.00	0.0	0.019	0.000	22.4	54	12.7	22.2	9.90	1.1750	---	---	---	---	694	1	100.0	30
31/05/23	6:00	17.8	17.9	17.4	68	11.8	3.2	S	1.61	9.7	S	17.8	17.5	17.5	1011.1	0.00	0.0	0.012	0.000	22.4	54	12.6	22.1	9.90	1.1752	---	---	---	---	696	1	100.0	30
31/05/23	6:30	18.0	18.0	17.8	69	12.2	6.4	S	3.22	14.5	S	18.0	17.8	17.8	1011.2	0.00	0.0	0.007	0.000	22.4	54	12.6	22.1	9.90	1.1753	---	---	---	---	695	1	100.0	30
31/05/23	7:00	19.2	19.2	18.0	65	12.5	4.8	SSW	2.41	9.7	SSE	19.2	19.1	19.1	1011.4	0.00	0.0	0.000	0.019	22.4	54	12.6	22.1	9.90	1.1756	---	---	---	---	697	1	100.0	30
31/05/23	7:30	19.8	19.8	19.2	65	13.1	4.8	SSW	2.41	14.5	WSW	19.8	19.8	19.8	1011.6	0.00	0.0	0.000	0.031	22.6	54	12.8	22.4	9.90	1.1747	---	---	---	---	697	1	100.0	30
31/05/23	8:00	20.7	20.7	19.8	63	13.4	6.4	SSW	3.22	19.3	WSW	20.7	20.6	20.6	1011.6	0.00	0.0	0.000	0.049	22.9	53	12.8	22.8	9.72	1.1737	---	---	---	---	697	1	100.0	30
31/05/23	8:30	21.4	21.5	20.7	61	13.6	8.0	SSW	4.02	17.7	SSE	21.4	21.2	21.2	1011.7	0.00	0.0	0.000	0.064	23.1	53	13.0	23.1	9.71	1.1727	---	---	---	---	697	1	100.0	30
31/05/23	9:00	22.1	22.1	21.3	59	13.7	6.4	SSW	3.22	19.3	S	22.1	21.9	21.9	1011.8	0.00	0.0	0.000	0.078	23.2	52	12.8	23.2	9.57	1.1725	---	---	---	---	696	1	100.0	30
31/05/23	9:30	23.3	23.3	22.0	55	13.7	4.8	SSW	2.41	11.3	SW	23.3	23.3	23.3	1011.9	0.00	0.0	0.000	0.103	23.4	52	13.0	23.3	9.57	1.1718	---	---	---	---	696	1	100.0	30
31/05/23	10:00	23.6	24.1	22.9	51	12.9	4.8	SSW	2.41	12.9	SW	23.6	23.6	23.6	1011.9	0.00	0.0	0.000	0.110	23.5	53	13.4	23.5	9.68	1.1709	---	---	---	---	695	1	100.0	30
31/05/23	10:30	23.8	24.1	23.2	56	14.5	4.8	W	2.41	11.3	W	23.8	23.9	23.9	1011.7	0.00	0.0	0.000	0.115	23.7	53	13.5	23.7	9.67	1.1698	---	---	---	---	698	1	100.0	30
31/05/23	11:00	24.2	24.3	23.3	53	14.0	3.2	W	1.61	9.7	WNW	24.2	24.2	24.2	1011.8	0.00	0.0	0.000	0.122	23.8	53	13.7	23.9	9.65	1.1691	---	---	---	---	695	1	100.0	30
31/05/23	11:30	24.9	25.9	24.2	49	13.5	4.8	W	2.41	11.3	WSW	24.9	24.8	24.8	1012.0	0.00	0.0	0.000	0.138	24.1	53	13.9	24.1	9.65	1.1682	---	---	---	---	698	1	100.0	30
31/05/23	12:00	24.9	25.2	24.6	49	13.4	3.2	NE	1.61	12.9	NNW	24.9	24.8	24.8	1011.7	0.00	0.0	0.000	0.137	24.3	53	14.1	24.3	9.65	1.1668	---	---	---	---	697	1	100.0	30
31/05/23	12:30	24.1	26.8	24.1	53	13.9	4.8	WNW	2.41	14.5	NNE	24.1	24.1	24.1	1011.5	0.00	0.0	0.000	0.119	24.4	53	14.2	24.5	9.65	1.1657	---	---	---	---	698	1	100.0	30
31/05/23	13:00	24.1	24.1	23.4	55	14.5	3.2	W	1.61	11.3	W	24.1	24.2	24.2	1011.4	0.00	0.0	0.000	0.120	24.6	53	14.3	24.6	9.65	1.1651	---	---	---	---	697	1	100.0	30
31/05/23	13:30	24.0	25.6	23.7	58	15.2	4.8	NE	2.41	16.1	WSW	24.0	24.2	24.2	1011.5	0.00	0.0	0.000	0.118	24.7	53	14.5	24.8	9.65	1.1643	---	---	---	---	698	1	100.0	30
31/05/23	14:00	25.2	25.2	23.8	55	15.5	4.8	NE	2.41	17.7	NE	25.2	25.3	25.3	1011.4	0.00	0.0	0.000	0.144	24.9	53	14.7	24.9	9.65	1.1634	---	---	---	---	698	1	100.0	30
31/05/23	14:30	24.8	26.1	24.1	56	15.4	4.8	NE	2.41	17.7	NE	24.8	24.9	24.9	1011.5	0.00	0.0	0.000	0.134	25.1	53	14.9	25.2	9.65	1.1623	---	---	---	---	697	1	100.0	30
31/05/23	15:00	24.0	24.8	23.8	58	15.2	8.0	NNE	4.02	25.7	NE	24.0	24.2	24.2	1011.6	0.00	0.0	0.000	0.118	25.3	53	15.0	25.3	9.65	1.1615	---	---	---	---	696	1	100.0	30
31/05/23	15:30	24.6	24.6	23.0	56	15.2	8.0	NNE	4.02	20.9	NE	24.6	24.7	24.7	1011.5	0.00	0.0	0.000	0.130	25.6	52	15.0	25.6	9.49	1.1605	---	---	---	---	695	1	100.0	30
31/05/23	16:00	22.1	24.8	22.1	68	15.9	4.8	W	2.41	19.3	ENE	22.1	22.3	22.3	1011.8	0.00	0.0	0.000	0.078	25.8	52	15.2	25.9	9.48	1.1594	---	---	---	---	698	1	100.0	30
31/05/23	16:30	22.7	22.7	21.8	65	15.7	4.8	WSW	2.41	14.5	WSW	22.7	22.9	22.9	1011.9	0.00	0.0	0.000	0.090	25.7	53	15.4	25.8	9.65	1.1600	---	---	---	---	697	1	100.0	30
31/05/23	17:00	24.2	24.2	22.6	61	16.2	4.8	NNE	2.41	16.1	NE	24.2	24.4	24.4	1011.8	0.00	0.0	0.000	0.122	26.0	52	15.4	26.1	9.47	1.1585	---	---	---	---	697	1	100.0	30
